44;Rue DELABARRE;17000;LA ROCHELLE
61;Rue DELABARRE;17000;LA ROCHELLE
18;Rue DELAYANT;17000;LA ROCHELLE
7;Rue DELAYANT;17000;LA ROCHELLE
27;Rue DELIBES;17000;LA ROCHELLE
283;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
125;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
277;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
66;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
221 BIS;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
171;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
49;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
290;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
233;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
3;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
300;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
282;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
177;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
170;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
264;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
247;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
293;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
49;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
270;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
293;Avenue DENFERT ROCHEREAU;17000;LA ROCHELLE
37;Rue DENIS DE FRONSAC;17000;LA ROCHELLE
39;Rue DENIS DE FRONSAC;17000;LA ROCHELLE
37;Rue DENIS DE FRONSAC;17000;LA ROCHELLE
20;Rue DENIS PAPIN;17000;LA ROCHELLE
35 B;Rue DESAGULIERS;17000;LA ROCHELLE
25;Rue DE LA DESCENDERIE;17000;LA ROCHELLE
97;Rue DE LA DESCENDERIE;17000;LA ROCHELLE
8;Rue DE LA DESIRADE;17000;LA ROCHELLE
10;Rue DE LA DESIRADE;17000;LA ROCHELLE
18;Rue LA DESIREE;17000;LA ROCHELLE
11;Rue DU 19 MARS 1962;17000;LA ROCHELLE
5;Rue DOCTEUR CALMETTE;17000;LA ROCHELLE
17;Rue DU DOCTEUR DELETANT;17000;LA ROCHELLE
22;Rue DU DOCTEUR DELETANT;17000;LA ROCHELLE
12;Rue DOCTEUR JAMOT;17000;LA ROCHELLE
7;Rue DOCTEUR JAMOT;17000;LA ROCHELLE
2;Rue DOCTEUR ROUX;17000;LA ROCHELLE
5;Rue DU DOCTEUR ROGER TAVERA;17000;LA ROCHELLE
6;Rue DU DOCTEUR ROGER TAVERA;17000;LA ROCHELLE
19;Rue DU DOCTEUR ROGER TAVERA;17000;LA ROCHELLE
15;Rue DU DOCTEUR ROGER TAVERA;17000;LA ROCHELLE
15;Rue DU DOCTEUR ROGER TAVERA;17000;LA ROCHELLE
15;Rue DU DOCTEUR ROGER TAVERA;17000;LA ROCHELLE
6;Rue DU DOCTEUR ROGER TAVERA;17000;LA ROCHELLE
26;Rue DE DOMPIERRE;17000;LA ROCHELLE
4;Rue DORIOLE;17000;LA ROCHELLE
